CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,SUPERFICIE,LAT,LONG,ANYO,Z_SAT,I_MUN,POBR,FD_1,FD_2,FD_3,FD_4,FD_5,CFD_1,CFD_2,CFD_3,CFD_4,CFD_5,CFD_6,CFD_7,CFD_8,CFD_9,CFD_10,CFD_11,CFD_12,POB_M,POB_H,POB_1,POB_2,POB_3,TESV,ESV,EMI,TEMI,EMP,TEMP,EMM,TEMM,EMG,TEMG,S_AG,S_BA,S_CO,S_HR,S_OR,
16,161,16107,Ñuble,Diguillín,Quillon,406.52,-36.8187,-72.5019,2019,0,"17,224,668,301",0.17,"5,117.70","14,578.16","5,084.68",333.23,553.56,17.71,"1,720.43",6.76,"19,543.03",246.13,174.84,"3,490.12",209.89,197.36,14.39,44.64,2.02,9118,9486,3241,11946,3417,759,176,963,348,145,722,5,78,0,0,,,,,,
16,161,16108,Ñuble,Diguillín,San_Ignacio,363.25,-36.8225,-72.0296,2019,0,"13,542,276,649",0.19,"4,565.87","13,006.25",662.53,55.54,"17,825.11",23.06,"1,541.13",6.24,"30,247.40",225.64,171.85,"3,405.43",215.48,207.15,19.69,50.11,2.12,8119,8479,2995,10956,2647,180,120,747,1111,120,1212,11,1118,2,319,,,,,,
16,161,16109,Ñuble,Diguillín,Yungay,824.72,-37.1044,-71.9308,2019,0,"11,783,551,165",0.11,"5,088.81","14,495.88","2,175.98",124.96,"57,949.31",46.25,"1,846.69",17.86,"70,651.98",462.7,260.53,"5,533.68",434.42,414.07,48.39,114.19,4.17,9113,9386,3475,12093,2931,894,149,758,477,117,984,14,2151,1,116,2,1165,183,218,133,
16,162,16201,Ñuble,Itata,Quirihue,589.85,-36.2356,-72.5437,2019,0,"9,567,872,536",0.15,"3,343.67","9,524.70","12,473.81",97.19,"2,505.74",18.86,"1,219.70",17.24,"22,235.89",334.87,151.38,"3,390.72",253.33,227.66,20.99,72.1,2.38,5934,6221,2221,7858,2076,239,102,478,939,85,854,8,202,4,347,14,632,71,196,205,
16,162,16202,Ñuble,Itata,Cobquecura,569.21,-36.1811,-72.7208,2019,0,"8,028,038,206",0.19,"1,452.73","4,138.21",181.73,55.54,989.32,4.94,476.8,1.32,"5,197.46",54.62,46.77,918.81,52.26,49.85,3.4,10.83,0.47,2595,2686,764,3376,1141,395,39,194,54,18,96,0,0,0,0,,,,,,
16,162,16203,Ñuble,Itata,Coelemu,342.32,-36.5052,-72.75,2019,0,"13,293,741,982",0.13,"4,621.44","13,164.54","1,033.31",333.23,603.4,14.28,"1,518.08",2.51,"14,759.34",165.17,146.24,"2,807.78",154.4,148.5,9.54,28.64,1.44,8234,8566,3228,10937,2635,857,150,826,509,140,982,15,391,7,790,1,1497,34,16,187,
16,162,16204,Ñuble,Itata,Ninhue,403.19,-36.3567,-72.4098,2019,0,"7,582,732,454",0.14,"1,491.24","4,247.91",295.36,41.65,"1,987.90",5.54,493.41,1.38,"6,353.75",59.01,50.05,975.05,55.83,53.52,4.13,11.86,0.54,2655,2766,869,3457,1095,373,25,199,83,17,79,2,24,0,0,,,,,,
16,162,16205,Ñuble,Itata,Portezuelo,289.24,-36.5456,-72.4668,2019,0,"6,203,970,386",0.17,"1,361.67","3,878.84",381.5,13.88,"1,525.98",5.63,448.68,2.7,"5,487.75",63.49,45.27,971.57,60.53,56.5,4.33,14.95,0.49,2428,2522,835,3184,931,293,32,201,85,25,545,4,211,0,0,,,,,,
16,162,16206,Ñuble,Itata,Ranquil,247.42,-36.6406,-72.588,2019,0,"7,540,375,497",0.15,"1,715.99","4,888.12","1,154.09",111.08,443.9,6.07,573.57,2.29,"6,288.04",78.15,57.3,"1,153.18",69.06,65.08,4.67,15.13,0.63,3051,3187,1061,3908,1269,387,45,323,90,20,203,1,28,2,434,,,,,,
16,162,16207,Ñuble,Itata,Treguaco,313,-36.4278,-72.66,2019,0,"7,057,090,958",0.19,"1,558.91","4,440.68",733.76,27.77,"1,178.14",5.77,514.54,2.3,"6,103.94",67.54,52.19,"1,052.01",62.72,58.99,4.29,14.41,0.56,2798,2869,993,3681,993,324,33,155,29,22,262,3,36,2,342,,,,,,
16,163,16301,Ñuble,Punilla,San_Carlos,877.81,-36.3858,-72.0184,2019,0,"35,521,451,388",0.14,"15,386.93","43,830.87","1,527.70",361,"21,633.41",56.84,"5,095.62",10.02,"65,361.37",589.36,512.49,"9,853.18",560.56,541.4,41.21,112.4,5.46,27109,28826,10513,36921,8501,2081,639,3240,1799,487,4201,43,2888,9,2274,312,6340,2128,647,689,
16,163,16302,Ñuble,Punilla,Coihueco,1771.65,-36.702,-71.5813,2019,0,"18,759,082,022",0.17,"7,742.84","22,056.09","2,646.82",319.34,"27,557.31",38.82,"2,632.65",11.97,"50,206.78",409.35,291.43,"5,858.41",381.95,364.87,33.49,89.04,3.65,13828,14319,5729,18965,3453,1374,260,1295,762,273,3663,22,2532,4,5964,,,,,,
16,163,16303,Ñuble,Punilla,Niquen,492.34,-36.302,-71.898,2019,0,"12,824,899,487",0.19,"3,178.89","9,055.32","2,583.51",333.23,"5,226.10",13.51,"1,078.32",5.19,"16,278.85",176.72,114.71,"2,363.76",154.07,145.04,11.86,33.63,1.39,5729,5827,1983,7363,2210,636,93,804,142,56,581,3,89,0,0,,,,,,
16,163,16304,Ñuble,Punilla,San_Fabian,1541.59,-36.58,-71.2875,2019,0,"6,924,533,476",0.19,"1,267.32","3,610.06",127.16,27.77,"1,735.38",4.82,419.16,1.24,"5,304.05",51.52,42.14,833.53,49.4,47.28,3.55,10.56,0.45,2266,2341,842,2936,829,375,50,229,105,27,481,2,43,1,3,,,,,,
16,163,16305,Ñuble,Punilla,San_Nicolas,565.94,-36.4794,-72.2282,2019,0,"16,602,278,995",0.1,"3,319.74","9,456.53","1,778.72",138.84,"11,456.32",16.96,"1,127.54",6.21,"21,696.38",188.03,127.11,"2,587.59",175.24,166.03,14.9,42.53,1.62,5924,6144,2163,8018,1887,842,97,558,190,78,1339,6,533,2,520,,,,,,
13,133,13303,Metropolitana de Santiago,Chacabuco,Tiltil,654.65,-33.0627,-70.876,2019,0,"7,481,219,670",0.1,358.05,569.71,55.61,138.84, -   ,0.74,62.41,0.09,886.77,9.97,7.82,133.96,9.35,9.06,0.49,1.47,0.08,10521,10545,4394,14431,2241,804,230,736,370,207,2288,28,869,8,1691,1,794,31,59,370,
13,133,13301,Metropolitana de Santiago,Chacabuco,Colina,970.86,-33.1344,-70.6158,2019,0,"51,641,819,480",0.09,"2,942.47","4,681.88",10.57,694.22,68.4,5.97,506.19,0.4,"6,535.74",71.22,63.43,"1,064.10",68.54,66.77,3.71,10.88,0.59,85930,87189,44769,117839,10511,1794,2066,4283,2569,1529,12852,252,10989,150,28287,235,5144,2122,0,815,
13,133,13302,Metropolitana de Santiago,Chacabuco,Lampa,449.52,-33.2782,-70.8751,2019,0,"32,630,598,757",0.1,"2,065.59","3,286.64","15,793.94",846.95,12.84,11.73,553.88,16.73,"18,130.52",322.79,86.99,"2,389.06",219.6,192.97,19.05,60.53,2.1,60479,61049,31059,83252,7217,2996,1297,3808,2246,1152,9007,272,9049,191,31011,5,1889,2626,0,5656,
13,131,13125,Metropolitana de Santiago,Santiago,Quilicura,57.32,-33.3556,-70.7352,2019,0,"91,101,444,908",0.09,"4,132.12","6,574.79",2.23,652.57, -   ,8.31,710.59,0.45,"8,765.41",96.06,88.88,"1,488.94",92.29,89.89,5.16,14.9,0.82,120545,122567,53987,175450,13675,4612,2142,5935,3427,1712,14365,433,14725,454,183875,30,6219,1351,0,23693,
13,131,13124,Metropolitana de Santiago,Santiago,Pudahuel,198.57,-33.4243,-70.8548,2019,0,"81,930,113,404",0.09,"4,221.10","6,716.36",117.07,902.49, -   ,8.54,727.5,0.58,"9,278.98",102.44,91.09,"1,532.90",97.89,95.26,5.39,15.61,0.85,122279,126068,50933,175694,21720,1970,1960,6449,3316,1603,13699,329,16000,306,72302,202,6459,2163,0,35106,
13,131,13103,Metropolitana de Santiago,Santiago,Cerro_Navia,11.05,-33.4222,-70.744,2019,0,"41,761,034,369",0.13,"2,403.38","3,824.11", -   ,610.92, -   ,4.83,413.39,0.26,"5,320.66",58.25,51.7,866.43,56.07,54.67,3,8.67,0.48,70060,71342,27062,96396,17944,1449,676,3286,1586,631,5485,40,1194,7,1063,65,2706,938,0,7760,
13,131,13128,Metropolitana de Santiago,Santiago,Renca,23.68,-33.4018,-70.7276,2019,0,"45,503,341,022",0.1,"2,697.68","4,292.38", -   ,513.73, -   ,5.43,463.94,0.3,"5,806.00",63.6,58.03,972.14,61.15,59.59,3.37,9.73,0.53,78436,80281,33676,108658,16383,3884,1061,3960,1791,989,8447,198,7075,150,62642,293,6624,1837,0,1094,
13,131,13126,Metropolitana de Santiago,Santiago,Quinta_Normal,11.8,-33.4276,-70.7011,2019,0,"32,574,508,043",0.09,"2,214.41","3,523.44", -   ,610.92, -   ,4.45,380.91,0.24,"4,948.72",54.17,47.63,798.42,52.16,50.87,2.76,7.99,0.44,64410,65874,22101,91046,17137,4332,1527,4703,5372,1650,13756,264,8543,103,25292,97,10361,1240,1774,2451,
13,131,13107,Metropolitana de Santiago,Santiago,Huechuraba,44.98,-33.3601,-70.6378,2019,0,"73,433,729,670",0.08,"1,863.36","2,964.86",3.84,333.23, -   ,3.75,320.51,0.21,"3,992.87",43.75,40.09,671.69,42.04,40.96,2.33,6.73,0.37,53975,55655,24886,74177,10567,1330,2123,3173,1842,1348,13540,402,26971,465,306660,58,2131,1115,0,5074,
13,131,13104,Metropolitana de Santiago,Santiago,Conchali,10.94,-33.3835,-70.6766,2019,0,"39,871,301,382",0.12,"2,331.31","3,709.45", -   ,527.61, -   ,4.69,400.97,0.25,"5,098.32",55.83,50.15,840.31,53.71,52.36,2.91,8.41,0.46,67742,69420,24718,93193,19251,920,1147,3724,1746,952,8644,145,5526,111,22688,190,5720,927,0,8467,
13,131,13108,Metropolitana de Santiago,Santiago,Independencia,7.35,-33.4143,-70.665,2019,0,"39,039,664,677",0.14,"2,204.33","3,507.40", -   ,347.11, -   ,4.43,379.06,0.24,"4,673.99",51.22,47.41,794.19,49.22,47.94,2.75,7.94,0.44,64883,64808,21048,94431,14212,4674,1123,3111,3577,1173,14541,192,8121,65,19551,1180,9737,1001,3327,3717,
13,131,13127,Metropolitana de Santiago,Santiago,Recoleta,15.61,-33.4054,-70.6394,2019,0,"89,074,309,270",0.13,"3,094.91","4,924.44",0.68,721.99, -   ,6.23,532.31,0.34,"6,789.66",74.34,66.57,"1,115.65",71.54,69.74,3.86,11.17,0.61,90561,91527,31874,126856,23358,2631,2920,7282,4836,2721,20059,549,17456,216,37409,162,5764,1679,71,635,
13,131,13132,Metropolitana de Santiago,Santiago,Vitacura,28.59,-33.3792,-70.5729,2019,0,"108,344,431,049",0.03,"1,598.04","2,542.70", -   ,166.61, -   ,3.21,274.77,0.17,"3,306.28",36.25,34.37,575.56,34.8,33.87,2,5.75,0.32,45233,48787,16792,60381,16847,6441,7111,5982,4292,3872,20608,830,23318,575,156816,,,,,,
13,131,13123,Metropolitana de Santiago,Santiago,Providencia,14.44,-33.4315,-70.612,2019,0,"141,538,064,682",0.04,"2,625.09","4,176.88",99.72,555.38, -   ,5.34,452.69,0.4,"5,784.83",64.39,56.79,958,61.29,59.58,3.4,9.83,0.53,75099,79347,18732,111880,23834,18458,17989,23506,46906,12099,103792,2512,137227,1326,505569,366,3461,3098,2605,2899,
13,131,13114,Metropolitana de Santiago,Santiago,Las_Condes,99.06,-33.4209,-70.5006,2019,0,"314,452,472,766",0.03,"5,495.21","8,743.66",0.06,680.34, -   ,11.05,944.9,0.6,"11,473.20",125.76,118.2,"1,979.45",120.77,117.59,6.86,19.79,1.09,156952,166357,48534,223708,51067,18810,26330,24816,18050,13063,83808,3137,107753,2888,881763,82,2007,664,0,1115,
13,131,13120,Metropolitana de Santiago,Santiago,Nunoa,16.89,-33.4578,-70.5987,2019,0,"65,948,970,808",0.04,"4,092.03","6,510.99", -   ,430.42, -   ,8.23,703.59,0.45,"8,469.89",92.86,88.02,"1,473.83",89.15,86.77,5.11,14.73,0.81,117197,123556,34560,171163,35030,5694,5229,10263,7752,3529,31953,585,37267,178,134724,214,2592,1188,0,491,
13,131,13101,Metropolitana de Santiago,Santiago,Santiago,23.18,-33.4533,-70.6566,2019,0,"343,204,620,413",0.08,"8,274.68","13,166.18",0.06,"1,860.52", -   ,16.64,"1,423.17",0.91,"18,084.10",198.03,177.99,"2,982.53",190.52,185.72,10.33,29.85,1.64,243699,243139,56607,392358,37873,208405,19718,35279,94751,14507,154025,2430,124596,1058,551031,855,7226,3276,3453,7436,
13,131,13117,Metropolitana de Santiago,Santiago,Lo_Prado,6.54,-33.4468,-70.7229,2019,0,"33,960,961,189",0.14,"1,752.56","2,788.56", -   ,305.46, -   ,3.53,301.39,0.19,"3,744.55",41.02,37.7,631.49,39.43,38.42,2.19,6.32,0.35,50841,52270,18095,69683,15333,5170,603,2487,1824,446,3389,21,637,7,217,45,4293,926,2,1192,
13,131,13106,Metropolitana de Santiago,Santiago,Estacion_Central,14.37,-33.464,-70.7007,2019,0,"49,832,906,159",0.12,"3,168.64","5,041.75", -   ,485.96, -   ,6.37,544.88,0.35,"6,706.13",73.49,68.16,"1,141.60",70.61,68.77,3.96,11.42,0.63,93466,92960,30263,134396,21767,1919,1475,4765,3513,1426,14228,202,8106,108,48081,73,4102,1550,0,870,
13,131,13119,Metropolitana de Santiago,Santiago,Maipu,136.8,-33.507,-70.8089,2019,0,"173,285,829,239",0.07,"9,631.46","15,325.02",39.37,"1,235.72", -   ,19.38,"1,656.64",1.08,"20,185.87",221.32,207.22,"3,472.11",212.41,206.78,12.05,34.79,1.91,278118,288546,106698,405222,54744,9813,4588,16191,11008,3484,28927,338,15515,136,38228,637,9376,1921,902,5865,
13,131,13121,Metropolitana de Santiago,Santiago,Pedro_Aguirre_Cerda,8.73,-33.4915,-70.6755,2019,0,"40,953,273,071",0.12,"1,822.14","2,899.28", -   ,361, -   ,3.67,313.37,0.2,"3,935.17",43.1,39.19,656.66,41.45,40.39,2.27,6.57,0.36,53086,54119,18535,73078,15592,1454,827,3110,3459,886,4879,135,3312,35,2995,189,7227,1290,4,1493,
13,131,13102,Metropolitana de Santiago,Santiago,Cerrillos,16.82,-33.4995,-70.7124,2019,0,"28,730,482,725",0.09,"1,495.99","2,380.33", -   ,361, -   ,3.01,257.31,0.16,"3,293.24",36.06,32.18,539.27,34.7,33.83,1.87,5.4,0.3,43520,44496,17275,60627,10114,2057,773,2398,1438,786,5838,132,7920,110,27292,105,4873,824,104,1025,
13,131,13130,Metropolitana de Santiago,Santiago,San_Miguel,9.63,-33.4991,-70.6515,2019,0,"28,194,125,364",0.05,"2,143.09","3,409.96", -   ,333.23, -   ,4.31,368.53,0.23,"4,540.04",49.75,46.1,772.12,47.8,46.56,2.68,7.72,0.42,61699,64389,20355,89629,16104,4033,2097,4887,3394,1801,18017,299,20314,85,28104,682,8956,2417,3484,1655,
13,131,13129,Metropolitana de Santiago,Santiago,San_Joaquin,9.94,-33.496,-70.6284,2019,0,"31,591,751,327",0.12,"1,734.13","2,759.25", -   ,291.57, -   ,3.49,298.21,0.19,"3,694.88",40.48,37.3,624.83,38.91,37.9,2.17,6.25,0.34,50305,51722,17039,69590,15398,955,1180,3235,3373,1056,7699,165,6718,83,16587,92,3009,706,0,541,
13,131,13118,Metropolitana de Santiago,Santiago,Macul,12.81,-33.4893,-70.5999,2019,0,"41,520,653,789",0.07,"2,217.52","3,528.38", -   ,388.77, -   ,4.46,381.35,0.24,"4,740.20",51.93,47.7,799.04,49.92,48.63,2.77,7.99,0.44,63873,66594,21146,89960,19361,1625,1456,3704,3949,1011,8209,204,8465,121,45855,3,904,776,0,3854,
13,131,13113,Metropolitana de Santiago,Santiago,La_Reina,23.39,-33.447,-70.5365,2019,0,"36,428,689,406",0.05,"1,683.24","2,678.28",0.96,249.92, -   ,3.39,289.45,0.19,"3,555.31",38.96,36.21,606.51,37.43,36.46,2.1,6.07,0.33,48247,50786,17405,66784,14844,3086,2191,3962,2561,1462,11372,207,8131,56,16888,86,1218,492,0,304,
13,131,13122,Metropolitana de Santiago,Santiago,Penalolen,53.89,-33.4852,-70.525,2019,0,"84,086,251,766",0.11,"4,457.71","7,092.85",14.8,763.65, -   ,8.98,766.76,0.5,"9,523.68",104.5,95.93,"1,607.98",100.35,97.73,5.58,16.12,0.88,128980,133288,51991,182706,27571,1701,2293,6554,6259,1546,11162,125,7952,42,9898,438,5182,2449,608,7746,
13,131,13116,Metropolitana de Santiago,Santiago,Lo_Espejo,8.25,-33.5204,-70.6898,2019,0,"45,339,641,411",0.14,"1,761.60","2,802.95", -   ,388.77, -   ,3.54,302.98,0.19,"3,842.84",42.08,37.89,634.93,40.48,39.46,2.2,6.35,0.35,51517,52126,19772,71345,12526,2982,544,2384,1168,456,2891,68,2890,20,1767,37,4293,2796,0,713,
13,131,13109,Metropolitana de Santiago,Santiago,La_Cisterna,10.01,-33.5301,-70.6638,2019,0,"34,169,027,309",0.08,"1,679.11","2,671.70", -   ,277.69, -   ,3.38,288.75,0.18,"3,573.17",39.15,36.12,604.99,37.63,36.65,2.1,6.05,0.33,48598,50192,16993,67378,14419,1706,1375,3845,2435,1241,13212,153,6733,38,5313,6,694,181,0,227,
13,131,13111,Metropolitana de Santiago,Santiago,La_Granja,10.05,-33.5355,-70.6225,2019,0,"58,075,044,266",0.12,"2,081.32","3,311.68", -   ,347.11, -   ,4.19,357.92,0.23,"4,431.89",48.56,44.77,749.92,46.67,45.46,2.6,7.5,0.41,60514,61940,22921,84458,15075,871,701,3068,1769,700,4693,74,3951,14,2736,166,6810,2296,0,728,
13,131,13131,Metropolitana de Santiago,Santiago,San_Ramon,6.31,-33.5406,-70.6423,2019,0,"37,360,579,813",0.13,"1,470.58","2,339.90", -   ,458.19, -   ,2.96,252.98,0.16,"3,337.13",36.51,31.63,530.34,35.18,34.33,1.84,5.31,0.29,42848,43673,16061,57566,12894,4922,518,2392,1211,474,3675,42,1069,0,0,481,9076,2993,2238,13947,
13,131,13110,Metropolitana de Santiago,Santiago,La_Florida,71.04,-33.5282,-70.5398,2019,0,"126,900,064,238",0.08,"6,744.00","10,730.65",0.56,763.65, -   ,13.57,"1,159.60",0.74,"14,012.02",153.61,145.06,"2,429.16",147.49,143.57,8.42,24.29,1.33,194669,202112,70440,274319,52022,7827,4239,12195,6470,2691,28396,260,10341,96,25748,216,13998,2525,343,1955,
13,131,13105,Metropolitana de Santiago,Santiago,El_Bosque,14.25,-33.5627,-70.6762,2019,0,"78,061,890,166",0.13,"2,914.73","4,637.74", -   ,555.38, -   ,5.86,501.27,0.32,"6,273.44",68.72,62.7,"1,050.36",66.07,64.38,3.64,10.51,0.58,84639,86848,33748,116237,21502,14676,1065,4377,2135,855,10659,83,3465,21,6587,104,9411,1818,5,5175,
13,131,13112,Metropolitana de Santiago,Santiago,La_Pintana,30.47,-33.5876,-70.6371,2019,0,"64,069,770,473",0.15,"3,208.11","5,104.55",0.06,749.76, -   ,6.45,551.78,0.35,"7,038.74",77.07,69.01,"1,156.40",74.16,72.3,4.01,11.57,0.63,93192,95556,42871,128011,17866,4654,884,3806,2470,887,7368,142,6093,33,4979,72,11048,1949,0,2870,
13,134,13403,Metropolitana de Santiago,Maipo,Calera_Tango,73.22,-33.623,-70.7901,2019,0,"9,663,548,129",0.09,474.43,754.89,0.06,124.96,108.04,1.09,81.61,0.24,"1,144.80",12.84,10.37,183.7,12.53,12.04,0.72,2.33,0.1,13865,14048,5687,19519,2707,457,434,1022,1219,350,2659,36,1079,18,2524,,,,,,
13,132,13201,Metropolitana de Santiago,Cordillera,Puente_Alto,88.39,-33.5911,-70.5579,2019,0,"90,959,599,802",0.08,"10,703.61","17,030.94",13.93,"1,568.94", -   ,21.54,"1,840.72",1.18,"22,594.83",247.7,230.26,"3,857.49",237.91,231.68,13.38,38.61,2.12,309476,320267,132620,447360,49763,12643,4774,16499,7951,2852,26489,196,16513,37,7592,563,23108,9140,4892,33165,
13,136,13601,Metropolitana de Santiago,Talagante,Talagante,125.23,-33.6813,-70.8931,2019,0,"21,616,689,747",0.09,"1,368.05","2,176.77",253.16,472.07,422.03,3.39,237.92,1.16,"3,716.84",43.43,30.75,567.12,41.26,39.24,2.45,8.21,0.31,39765,40724,16953,55591,7945,1875,923,2907,3235,670,6487,75,3210,29,6121,174,6571,1172,396,1040,
13,134,13402,Metropolitana de Santiago,Maipo,Buin,217.03,-33.748,-70.7396,2019,0,"28,759,551,309",0.09,"1,818.42","2,893.36",431.89,499.84,307.65,4.08,317.15,0.84,"4,714.83",52.68,41.04,712.91,48.73,46.85,2.9,8.75,0.42,52895,54091,23270,74165,9551,1340,1113,4075,4337,1019,15531,114,5980,34,8045,344,3488,1542,713,1128,
13,134,13401,Metropolitana de Santiago,Maipo,San_Bernardo,153.85,-33.6292,-70.7237,2019,0,"51,117,646,101",0.11,"5,594.00","8,900.84",375.78,"1,096.87",26.21,11.5,966.25,1.09,"12,397.40",140,121.63,"2,065.22",132.15,128.15,7.48,21.7,1.15,162616,166505,72610,227094,29417,5172,2955,9104,5502,2423,23589,391,16784,247,63638,463,12879,4528,1881,2010,
13,136,13604,Metropolitana de Santiago,Talagante,Padre_Hurtado,80.64,-33.5573,-70.8711,2019,0,"22,059,245,863",0.09,"1,221.25","1,943.19",242.29,222.15,8.39,2.53,213.49,0.34,"2,842.56",31.37,26.65,455.72,29.27,28.31,1.68,5.07,0.27,35592,36260,15659,49674,6519,1106,530,2276,1330,492,4728,49,2207,19,2821,43,2109,344,0,11888,
13,136,13605,Metropolitana de Santiago,Talagante,Penaflor,69.42,-33.6108,-70.8937,2019,0,"38,817,788,123",0.09,"1,685.09","2,681.22",152.87,333.23,2.71,3.45,291.7,0.33,"3,775.46",41.79,36.67,618.67,39.55,38.39,2.22,6.54,0.35,48854,50288,21282,67768,10092,1861,909,3118,3962,710,5386,55,1868,22,3308,379,7640,1123,423,532,
13,136,13602,Metropolitana de Santiago,Talagante,El_Monte,115.97,-33.6676,-71.0329,2019,0,"20,623,726,930",0.12,667.91,"1,062.73","1,060.62",236.04,27.22,1.85,124.02,1.11,"2,486.15",32.16,17.97,333.37,25.96,24.1,1.77,5.8,0.25,19430,19866,8630,26549,4117,755,288,1118,1920,230,1913,16,924,11,416,32,1045,288,0,242,
5,58,5802,Valparaíso,Marga Marga,Limache,294.88,-33.0303,-71.2788,2019,0,"18,985,727,836",0.1,"2,096.83","5,451.71",232.28,444.3,37.98,6.33,519.93,0.65,"6,323.07",74.43,62.52,"1,120.22",70.56,68.44,3.82,12.54,0.6,24063,25222,9768,32383,7134,858,630,2131,2998,529,5387,42,2329,18,1289,,,,,,
5,51,5109,Valparaíso,Valparaíso,Vina_Mar,120.56,-33.0274,-71.5155,2019,0,"109,931,093,327",0.11,"15,198.23","39,515.13",402.74,"1,430.10", -   ,45.06,"3,751.55",3.13,"42,735.37",502.21,449.32,"7,996.74",479.97,466.5,26.48,85.72,4.16,173077,184151,57670,244688,54870,36638,6304,14454,13005,4279,41069,526,28853,215,62326,99,14084,7355,1288,5280,
5,58,5804,Valparaíso,Marga Marga,Villa_Alemana,96.37,-33.0672,-71.33,2019,0,"23,026,396,061",0.09,"5,816.36","15,122.42",30.49,652.57,10.25,17.2,"1,434.55",1.1,"16,357.09",191.75,171.56,"3,051.99",183.87,178.86,10.05,32.49,1.58,66193,70518,26589,91602,18520,1914,1136,3798,3208,692,8062,56,3271,14,1931,14,2595,276,0,549,
5,55,5501,Valparaíso,Quillota,Quillota,301.24,-32.9044,-71.272,2019,0,"50,086,207,533",0.1,"4,097.50","10,653.43","1,592.27",583.15,101.77,12.88,"1,032.80",2.42,"13,076.71",160.14,125.09,"2,293.92",145.95,140.14,8.53,28.24,1.29,46986,49324,18751,64328,13231,3439,1254,4430,4039,990,11640,104,5585,51,8889,322,6287,1366,514,850,
16,161,16103,Ñuble,Diguillín,Chillan_Viejo,262.61,-36.6802,-72.1989,2019,0,"15,721,869,364",0.15,"9,157.88","26,086.94","1,952.13",166.61,"5,965.15",30.26,"3,019.31",4.86,"33,231.63",338.74,296.74,"5,700.40",316.84,305.52,21.62,59.72,3.06,15984,17307,7319,22588,3384,1366,231,918,533,174,1535,26,1510,9,1353,7,1253,61,0,63,
8,81,8111,Biobío,Concepción,Tome,494.32,-36.6168,-72.8582,2019,0,"48,944,519,565",0.14,"16,096.92","45,853.34","4,251.00",652.57,"1,073.13",49.12,"5,292.90",8.09,"50,572.43",571.01,510.31,"9,750.48",528.58,508.55,32.91,97.52,5.06,28368,30148,10683,38978,8855,4196,524,1991,810,290,1880,19,1001,4,1217,201,5333,749,554,491,
8,81,8107,Biobío,Concepción,Penco,108.38,-36.7477,-72.9437,2019,0,"27,784,780,697",0.13,"13,671.77","38,945.10",783.93,222.15,187.59,39.82,"4,472.50",3.43,"39,540.33",434.36,421.96,"7,982.26",413.94,401.67,24.89,71.42,3.96,24157,25543,9476,33954,6270,1772,244,1362,745,255,2232,33,1511,13,2686,155,6211,808,264,467,
8,81,8101,Biobío,Concepción,Concepcion,220.2,-36.8344,-72.9515,2019,0,"104,521,148,324",0.11,"65,266.04","185,915.44",361.7,"1,055.22","1,420.73",189.78,"21,277.46",14.49,"186,112.81","2,050.80","2,009.20","38,019.31","1,965.36","1,908.44",117.98,334.98,18.53,115654,121603,35411,170470,31376,12977,5334,13713,17002,4741,54495,604,34076,233,68208,691,18916,3342,1972,2658,
8,81,8103,Biobío,Concepción,Chiguayante,71.4,-36.9003,-73.003,2019,0,"39,613,082,727",0.11,"24,981.92","71,162.95","57,378.04",208.27,46.89,99.12,"8,621.14",59.52,"120,144.49","1,604.64",972.46,"19,439.98","1,261.38","1,161.67",94.82,305.49,13.35,43975,46840,16916,63042,10857,1239,793,2461,2003,475,5914,38,3210,9,567,41,8147,1123,0,4181,
8,81,8112,Biobío,Concepción,Hualpen,53.77,-36.7892,-73.1419,2019,0,"43,305,349,678",0.1,"26,654.17","75,926.48",112.6,333.23, -   ,76.93,"8,689.92",5.09,"75,377.52",830.41,819.38,"15,469.76",795.27,772.98,47.6,134.08,7.54,46993,49901,17574,66481,12839,824,585,2404,1447,440,5793,43,1737,20,8158,82,7079,861,0,507,
8,81,8108,Biobío,Concepción,San_Pedro_Paz,112.86,-36.882,-73.097,2019,0,"51,178,750,572",0.12,"39,463.26","112,414.19",492.73,666.45, -   ,114.08,"12,869.88",7.92,"112,040.63","1,237.04","1,214.19","22,938.91","1,182.86","1,149.30",70.83,199.79,11.2,69627,73831,31573,98608,13277,3389,1502,4466,3194,1099,11881,122,8324,46,12415,52,7724,1502,2,464,
8,81,8105,Biobío,Concepción,Hualqui,535.85,-37.0445,-72.8703,2019,0,"18,625,922,387",0.17,"7,151.41","20,371.34","64,706.27",124.96,"3,465.63",55.56,"2,884.58",70.04,"78,892.29","1,230.10",456.97,"10,275.25",856.39,752.44,75.06,261.74,9.21,12668,13329,5350,17567,3080,356,177,718,1207,132,1385,21,318,8,74,9,1690,220,0,845,
12,121,12103,Magallanes y de la Antártica Chilena,Magallanes,Rio_Verde,9147.57,-52.8466,-72.4532,2019,0,"3,043,881,170",0.13,,,,,,,,,,,,,,,,,,133,80,17,163,33,53,4,4,6,4,16,0,0,0,0,,,,,,
5,51,5103,Valparaíso,Valparaíso,Concon,76.93,-32.9515,-71.4673,2019,0,"24,399,712,049",0.08,"1,919.67","4,991.10",329.22,194.38, -   ,5.81,476.71,0.66,"5,654.42",67.28,57.62,"1,031.94",63.09,61.04,3.57,11.69,0.56,22060,23061,8610,30993,5518,775,808,1747,2081,516,4533,61,3478,32,14255,103,1776,626,0,221,
