CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,SUPERFICIE,LAT,LONG,ANYO,Z_SAT,I_MUN,POBR,FD_1,FD_2,FD_3,FD_4,FD_5,CFD_1,CFD_2,CFD_3,CFD_4,CFD_5,CFD_6,CFD_7,CFD_8,CFD_9,CFD_10,CFD_11,CFD_12,POB_M,POB_H,POB_1,POB_2,POB_3,TESV,ESV,EMI,TEMI,EMP,TEMP,EMM,TEMM,EMG,TEMG,S_AG,S_BA,S_CO,S_HR,S_OR,
1,11,1101,Tarapacá,Iquique,Iquique,2289.53,-20.9244,-70.0483,2020,0,"105,077,991,373",0.12,"2,202.37","1,049.07", -   ,"1,496.75", -   ,2.29,243.92,0.12,"3,909.38",40.13,26.92,444.03,39.09,38.43, -   ,3.62,0.25,112479,110984,44909,156452,22102,7908,2515,8999,6880,2510,20667,618,14221,323,21527,346,890,1444,1246,2777,
1,11,1107,Tarapacá,Iquique,Alto_Hospicio,571.19,-20.1898,-70.0122,2020,0,"36,795,928,493",0.16,"1,279.32",609.38, -   ,347.72, -   ,1.33,141.47,0.07,"1,766.80",17.91,15.64,256.76,17.3,16.92, -   ,2.07,0.14,65487,64512,35632,88381,5986,1658,808,3416,2683,671,4343,82,3851,35,4935,113,762,685,0,435,
1,14,1401,Tarapacá,Tamarugal,Pozo_Almonte,13765.8,-20.7718,-69.5079,2020,0,"11,781,328,158",0.16,159.35,75.91,0.01,612.07, -   ,0.17,17.86,0.01,769.62,8.12,1.95,33.27,8.05,8,0,0.29,0.02,9077,8318,4285,11629,1481,356,146,604,287,134,2095,17,359,4,290,12,57,29,0,141,
1,14,1402,Tarapacá,Tamarugal,Camina,2199.83,-19.3701,-69.5012,2020,0,"4,237,631,718",0.23,13.02,6.2, -   ,13.88, -   ,0.01,1.44,0,27.98,0.29,0.16,2.64,0.28,0.28, -   ,0.02,0,705,670,287,849,239,99,20,55,8,6,22,0,0,0,0,0,0,0,0,2,
1,14,1403,Tarapacá,Tamarugal,Colchane,4007.84,-19.3544,-68.845,2020,0,"4,278,312,025",0.21,12.6,6, -   , -   , -   ,0.01,1.39,0,14.1,0.14,0.15,2.52,0.13,0.13, -   ,0.02,0,826,757,268,1034,281,114,6,27,2,2,12,0,0,0,0,10,88,45,0,976,
1,14,1404,Tarapacá,Tamarugal,Huara,10472.5,-19.6016,-69.6635,2020,0,"7,119,815,462",0.2,27.98,13.33, -   ,170.08, -   ,0.03,3.16,0,195.63,2.07,0.34,5.98,2.06,2.05, -   ,0.05,0,1559,1441,680,1832,488,278,32,115,14,7,51,1,92,1,1,1,15,0,0,7,
1,14,1405,Tarapacá,Tamarugal,Pica,8982.12,-20.4809,-68.913,2020,0,"13,731,924,563",0.17,31.93,15.21, -   ,27.77,"4,322.12",4.6,5.53,6.4,"3,809.32",43.32,7.07,407.74,47.15,40.35,4.14,21.23,0.18,3012,2946,1350,3717,891,8,57,320,147,39,777,2,68,0,0,9,20,15,0,592,
2,21,2101,Antofagasta,Antofagasta,Antofagasta,30683.5,-24.2783,-69.4052,2020,0,"131,139,003,365",0.08,"4,191.16","1,996.40", -   ,"1,444.54", -   ,4.36,463.6,0.23,"6,083.27",61.82,51.23,841.84,59.85,58.6, -   ,6.81,0.47,213732,211993,87262,303988,34475,2883,4568,13828,7941,4255,45366,622,27375,198,42547,77,1720,542,79,981,
2,21,2102,Antofagasta,Antofagasta,Mejillones,3576.07,-22.9477,-70.2032,2020,0,"14,488,689,023",0.13,133.61,63.64, -   ,501.23, -   ,0.14,14.97,0.01,633.72,6.69,1.63,27.86,6.62,6.58, -   ,0.24,0.02,7716,7060,3100,10722,954,503,124,430,223,141,1154,14,599,11,983,7,59,32,0,344,
2,21,2103,Antofagasta,Antofagasta,Sierra_Gorda,12883,-23.2603,-69.3089,2020,0,"10,614,723,710",0.13,2.52,1.2, -   , -   , -   ,0,0.28,0,2.82,0.03,0.03,0.5,0.03,0.03, -   ,0,0,923,823,360,1293,93,214,14,79,35,29,237,4,108,1,1265,1,0,1,0,6,
2,21,2104,Antofagasta,Antofagasta,Taltal,20412.1,-25.3103,-69.8615,2020,0,"12,580,848,902",0.13,120.76,57.52, -   ,111.08, -   ,0.13,13.39,0.01,242.39,2.5,1.48,24.41,2.44,2.41, -   ,0.2,0.01,6958,6699,3153,9127,1377,11,109,515,757,171,835,13,300,5,674,11,58,75,53,5,
2,22,2201,Antofagasta,El Loa,Calama,15533.2,-22.1684,-68.6294,2020,0,"60,090,024,866",0.11,"1,838.30",875.65, -   ,641.81, -   ,1.91,203.35,0.1,"2,676.14",27.2,22.47,369.26,26.34,25.79, -   ,2.99,0.21,95909,94427,42269,134551,13516,1178,1502,5550,2951,1481,13992,162,8835,52,11880,60,690,432,314,390,
2,22,2202,Antofagasta,El Loa,Ollague,2925.54,-21.4576,-68.3153,2020,0,"3,335,367,387",0.13,2.26,1.08, -   , -   , -   ,0,0.25,0,2.53,0.03,0.03,0.45,0.02,0.02, -   ,0,0,152,135,58,196,33,45,4,15,9,1,40,0,0,0,0,,,,,,
2,22,2203,Antofagasta,El Loa,San_Pedro_Atacama,23602.2,-23.404,-67.9094,2020,0,"19,225,529,980",0.15,82.02,39.07, -   ,9.26,"11,576.93",6.16,35.22,0.88,"11,220.60",38.22,20.82,299.57,35.92,35.6,5.18,8.59,0.52,5262,5172,2051,7621,762,17,141,768,1106,101,987,9,358,0,0,4,44,40,0,51,
2,23,2301,Antofagasta,Tocopilla,Tocopilla,4120.83,-22.0024,-70.0174,2020,0,"18,927,861,917",0.09,273.23,130.15, -   ,223.14, -   ,0.28,30.28,0.01,521.19,5.37,3.34,55.17,5.24,5.16, -   ,0.45,0.03,14059,14020,6527,18449,3103,1079,205,890,372,178,1578,22,1098,4,210,63,59,99,50,670,
2,23,2302,Antofagasta,Tocopilla,Maria_Elena,12330.1,-22.0943,-69.4658,2020,0,"8,811,984,835",0.18,63.45,30.23, -   ,11.11, -   ,0.07,7.01,0,81.7,0.82,0.78,12.72,0.79,0.78, -   ,0.1,0.01,3499,3315,1400,4988,426,355,30,140,107,37,234,11,511,1,0,0,28,5,0,20,
3,31,3101,Atacama,Copiapó,Copiapo,17782.9,-27.317,-69.8226,2020,0,"101,192,025,170",0.09,"1,679.40",799.96, -   ,806.33,"1,413.58",2.75,187.05,1.67,"3,982.83",34.15,22.89,393.12,33.94,32.37,0.58,7.67,0.25,86464,85302,38423,116772,16571,1304,2046,6119,10789,1544,16298,176,9575,66,21104,220,914,660,327,585,
3,31,3102,Atacama,Copiapó,Caldera,3680.47,-27.1404,-70.6823,2020,0,"20,234,552,024",0.1,186.75,88.96, -   ,899.71, -   ,0.19,21,0.01,"1,078.18",11.41,2.28,39.39,11.32,11.26, -   ,0.35,0.02,9885,9541,4309,12966,2151,50,213,910,435,188,1763,17,556,3,190,81,330,204,0,94,
3,31,3103,Atacama,Copiapó,Tierra_Amarilla,11251.1,-27.8632,-69.6704,2020,0,"17,703,458,412",0.12,129.15,61.52, -   ,835.38,332.25,0.56,15.36,0.53,"1,206.84",15.43,2.03,84.06,15.78,14.96,0.62,2.09,0.03,7408,6904,3335,9706,1271,110,126,451,1042,123,1722,22,1162,7,2131,,,,,,
3,32,3201,Atacama,Chañaral,Chanaral,5758.87,-26.3733,-70.3374,2020,0,"15,629,044,323",0.1,126.78,60.39, -   ,126.22, -   ,0.13,14.06,0.01,263.75,2.72,1.55,25.65,2.67,2.63, -   ,0.21,0.01,6685,6479,3082,8470,1612,432,147,611,202,129,631,16,436,4,1878,44,144,61,18,52,
3,32,3202,Atacama,Chañaral,Diego_Almagro,18969.2,-26.233,-69.1886,2020,0,"12,818,448,885",0.08,134.1,63.88, -   ,136.07, -   ,0.14,14.87,0.01,281.45,2.91,1.64,27.14,2.85,2.81, -   ,0.22,0.02,7312,7046,3519,9667,1172,21,123,499,365,109,1284,10,423,6,1422,12,51,47,42,58,
3,33,3301,Atacama,Huasco,Vallenar,7226.86,-28.5945,-70.6031,2020,0,"18,640,727,813",0.1,553.96,263.87,"2,264.14",837.34,90.72,1.82,81.69,2.41,"3,465.60",48.14,16.45,314.41,35.91,32.49,2.05,8.74,0.31,28591,28418,12663,36839,7507,2595,609,2359,1071,430,4148,43,1417,12,1858,145,549,453,81,289,
3,33,3302,Atacama,Huasco,Alto_Carmen,6155.88,-28.9904,-70.1565,2020,0,"5,617,737,922",0.13,54.71,26.06,383.84,160.66,80.29,0.43,10.34,0.61,580.38,12.8,2.81,78.38,9.02,7.99,0.68,2.07,0.05,2960,2769,1120,3588,1021,10,59,316,315,18,418,3,91,0,0,,,,,,
3,33,3303,Atacama,Huasco,Freirina,3222.55,-28.8139,-71.1789,2020,0,"4,785,533,092",0.13,73.58,35.05,115.86,74.05,174.97,0.24,10.49,0.2,413.95,4.51,1.52,34.11,3.81,3.53,0.23,0.88,0.03,3890,3791,1734,4900,1047,12,69,266,204,48,302,0,0,1,7,,,,,,
3,33,3304,Atacama,Huasco,Huasco,1602.25,-28.2502,-71.0296,2020,0,"5,250,212,174",0.1,109.24,52.04, -   ,71.41,66.83,0.19,12.19,0.11,247.71,2.72,1.44,29.25,2.73,2.58,0.08,0.52,0.01,5744,5520,2455,7324,1485,329,90,394,150,96,856,4,145,3,745,13,69,33,24,33,
4,41,4101,Coquimbo,Elqui,La_Serena,1901.22,-29.789,-71.0605,2020,0,"75,492,309,010",0.12,"2,426.05","1,155.62",770.51,"1,354.07",227.81,3.01,273.51,0.9,"4,909.13",52.97,33.13,559.89,47.77,45.97,0.77,6.64,0.37,121768,127888,49770,170296,29590,4536,2914,9765,8623,2294,29270,253,12867,85,16494,107,1180,817,330,1240,
4,41,4102,Coquimbo,Elqui,Coquimbo,1431.77,-30.2283,-71.3587,2020,0,"76,273,299,709",0.11,"2,487.47","1,184.87",201.6,"2,013.52",189.5,2.9,281.36,0.74,"5,061.59",52.89,30.86,538.54,51.43,50.03,0.34,5.96,0.31,125378,131357,54056,173157,29522,5856,2616,8746,5224,1770,17977,214,8969,73,12156,602,1729,1206,616,1414,
4,41,4103,Coquimbo,Elqui,Andacollo,514.2,-30.2593,-71.1007,2020,0,"3,250,249,635",0.11,112.07,53.38, -   ,31.74, -   ,0.12,12.39,0.01,156.01,1.58,1.37,22.49,1.53,1.5, -   ,0.18,0.01,5852,5939,2435,7620,1736,193,103,378,239,93,825,16,1170,4,1305,25,124,78,0,79,
4,41,4104,Coquimbo,Elqui,La_Higuera,4165.74,-29.3753,-70.9021,2020,0,"9,014,417,294",0.16,41.21,19.63, -   , -   , -   ,0.04,4.55,0,46.09,0.46,0.5,8.25,0.44,0.43, -   ,0.07,0,2245,2205,967,2815,668,337,50,187,74,32,355,0,0,0,0,0,1,1,0,13,
4,41,4105,Coquimbo,Elqui,Paiguano,1513.94,-30.2344,-70.372,2020,0,"7,756,940,791",0.12,43.16,20.56, -   ,44.43,24.25,0.07,4.79,0.04,112.59,1.15,0.57,10.75,1.15,1.1,0.02,0.18,0.01,2306,2369,836,3087,752,416,62,346,229,45,622,3,78,0,0,0,0,18,0,3,
4,41,4106,Coquimbo,Elqui,Vicuna,7579.04,-29.8918,-70.3823,2020,0,"19,242,905,603",0.14,280.01,133.38,211.75,280,24.66,0.42,34.28,0.27,782.32,9.83,4.07,80.65,8.4,7.95,0.24,1.3,0.05,14665,15076,6159,19543,4039,977,282,1117,1434,248,6334,22,1266,6,1491,59,114,77,57,155,
4,42,4201,Coquimbo,Choapa,Illapel,2629.06,-31.5492,-70.9708,2020,0,"24,109,378,784",0.12,310.09,147.71,198.21,234.65,61.79,0.61,35.89,0.46,777.01,11.35,5.77,100.33,9.68,8.98,0.38,1.92,0.06,15962,16839,6684,21115,5002,922,413,1649,1901,241,1636,23,818,5,619,16,96,58,47,343,
4,42,4202,Coquimbo,Choapa,Canela,2196.81,-31.4017,-71.3945,2020,0,"9,991,824,209",0.15,89.58,42.67,"4,031.65",124.96,46.59,3.07,73.5,4.8,"3,674.29",65.44,32.75,383.88,41.8,35.74,3.73,16,0.44,4769,4777,1624,5859,2063,13,98,364,579,53,205,1,16,1,147,10,31,12,0,204,
4,42,4203,Coquimbo,Choapa,Los_Vilos,1859.5,-31.9782,-71.3039,2020,0,"18,107,987,360",0.15,222.76,106.11,0,"1,446.30", -   ,0.23,25.21,0.01,"1,646.56",17.47,2.72,47.83,17.37,17.3,0,0.43,0.03,11728,11646,4702,15342,3330,1189,210,1095,352,214,1105,20,349,6,491,58,235,97,59,71,
4,42,4204,Coquimbo,Choapa,Salamanca,3445.76,-31.8934,-70.6615,2020,0,"17,339,382,092",0.1,253.74,120.87,39.73,173.56,883.06,1.7,28.64,2.48,"1,153.87",19.89,4.43,211.06,21.26,18.28,1.47,7.81,0.06,14508,14602,5812,19033,4265,456,383,1824,1957,292,2118,32,1438,5,755,78,215,85,74,133,
4,43,4301,Coquimbo,Limarí,Ovalle,3546.21,-30.673,-71.4054,2020,0,"82,374,614,980",0.11,"1,162.86",553.91,"1,854.76",285.62,"1,342.53",2.98,170.03,2.82,"4,431.05",47.67,20.38,435.64,39.38,35.89,2.19,11.26,0.4,59332,61937,25313,80095,15861,954,983,5042,4013,896,20750,96,5840,35,5321,201,428,400,199,579,
4,43,4302,Coquimbo,Limarí,Combarbala,2296.04,-31.1465,-70.9657,2020,0,"12,265,583,535",0.13,129.22,61.55, -   ,148.1,6.42,0.14,14.34,0.02,292.75,3.07,1.59,27.12,3.02,2.96,0.01,0.27,0.01,6847,7037,2396,8615,2873,35,109,539,1187,70,1075,13,578,0,0,15,36,27,24,29,
4,43,4303,Coquimbo,Limarí,Monte_Patria,4211.35,-30.8344,-70.6505,2020,0,"27,618,812,798",0.16,306.17,145.84,682.33,186.67,"3,935.68",4.2,72.45,4.01,"4,512.15",56.28,11.46,473.58,53.21,48,5,16.08,0.27,16092,16435,6752,21116,4659,65,252,1439,2605,223,4557,27,1763,6,2037,,,,,,
4,43,4304,Coquimbo,Limarí,Punitaqui,1092.42,-30.946,-71.3329,2020,0,"10,367,190,131",0.15,118.64,56.51,0.22,222.15,240.2,0.52,13.31,1.79,526.06,7.28,1.77,68.92,7.89,6.93,0.34,2.91,0.02,6010,6155,2570,7619,1976,729,90,425,294,67,1136,7,187,1,264,31,27,14,0,67,
4,43,4305,Coquimbo,Limarí,Rio_Hurtado,2204.5,-30.4303,-70.654,2020,0,"7,923,675,606",0.13,40.19,19.14, -   , -   ,696.93,0.63,5.39,1,681.55,5.02,1.63,47.94,5.35,4.67,0.43,2.62,0.03,2152,2220,720,2711,941,304,24,223,101,7,42,1,47,0,0,0,16,2,0,12,
5,51,5101,Valparaíso,Valparaíso,Valparaiso,310.87,-33.1296,-71.5729,2020,0,"87,755,613,158",0.13,"13,294.53","34,566.74","2,412,788.63","1,858.92", -   ,"1,306.20","23,098.53","2,511.89","2,084,069.43","40,300.97","9,764.88","244,136.94","25,026.44","21,258.93","2,416.18","8,352.27",266.18,155018,160714,54027,216315,45390,12236,3392,10224,8438,2364,29636,312,16433,139,49176,292,1441,1128,641,2957,
5,51,5102,Valparaíso,Valparaíso,Casablanca,954.63,-33.3157,-71.4348,2020,0,"19,354,866,323",0.1,"1,234.62","3,210.10","8,803,475.52",580.13,"1,108.62","6,073.87","86,283.52","10,805.36","7,350,460.15","156,932.44","44,309.58","926,715.53","98,274.51","83,207.17","9,518.75","36,108.71",919.42,14399,14771,5744,19600,3826,1114,462,1578,1093,569,3549,114,1458,76,4754,3,173,24,7,128,
5,51,5104,Valparaíso,Valparaíso,Juan_Fernandez,110.55,-33.329,-79.8729,2020,0,"3,451,435,529",0.12,,,,,,,,,,,,,,,,,,523,510,208,719,106,129,16,76,27,7,71,0,0,0,0,,,,,,
5,51,5105,Valparaíso,Valparaíso,Puchuncavi,299.68,-32.7452,-71.3876,2020,0,"21,308,276,083",0.13,840.38,"2,185.05",4.52,648.71, -   ,2.49,207.61,0.16,"2,898.65",33.49,24.82,442.54,32.33,31.61,0.01,4.73,0.23,9971,10100,3871,13093,3107,1162,295,1001,574,188,1549,14,474,2,253,,,,,,
5,51,5107,Valparaíso,Valparaíso,Quintero,146.06,-32.8418,-71.4727,2020,0,"21,665,944,853",0.14,"1,573.17","4,090.37",28.83,395.3, -   ,4.66,388.46,0.31,"4,653.75",54.36,46.51,827.42,52.14,50.76,0.02,8.85,0.43,17858,18277,7203,23788,5144,1480,333,1204,638,250,1538,32,1436,9,2147,123,328,197,96,106,
5,52,5201,Valparaíso,Isla de Pascua,Isla_Pascua,163.83,-27.1187,-109.3508,2020,0,"15,207,602,675",0.12,338.14,879.18,963.37,624.8, -   ,1.18,96.04,0.74,"2,371.76",28.24,10.51,246.16,23.63,22.31,0.67,4.05,0.2,4089,4188,1816,5933,528,115,48,155,54,73,108,35,108,5,0,5,139,97,13,450,
5,53,5301,Valparaíso,Los Andes,Los_Andes,1233.75,-32.9506,-70.243,2020,0,"34,172,736,249",0.1,"2,753.09","7,158.22",602.18,250.79, -   ,8.56,686.07,1.29,"8,123.15",106.01,83.33,"1,547.50",96.3,92.44,1.03,17.82,0.8,33314,34779,13530,45484,9079,946,836,2849,2381,648,8564,81,2378,27,7774,11,188,325,143,166,
5,53,5302,Valparaíso,Los Andes,Calle_Larga,321.23,-32.9504,-70.5441,2020,0,"11,654,486,753",0.11,703.32,"1,828.68",47.53,694.22,683.02,2.44,173.89,0.64,"3,265.61",32.43,21.94,391.77,31.45,30.46,0.23,5.68,0.23,8119,8363,3598,10893,1991,557,176,486,309,103,1333,17,1007,5,996,,,,,,
5,53,5303,Valparaíso,Los Andes,Rinconada,122.82,-32.8761,-70.7058,2020,0,"8,295,591,677",0.12,477.53,"1,241.61",5.68,74.05,993.37,2.05,123.95,0.64,"2,269.70",23.26,15.7,306.38,22.63,21.7,0.79,5.27,0.17,5592,5671,2512,7438,1313,192,117,395,798,92,1282,6,504,3,769,,,,,,
5,53,5304,Valparaíso,Los Andes,San_Esteban,1374.51,-32.6864,-70.3483,2020,0,"12,159,622,243",0.11,876.72,"2,279.53","58,244.49",231.41,613.92,24.3,"1,127.27",52.9,"53,948.12",793.66,139.37,"4,993.90",506.32,433.59,45.4,174.43,6.83,10172,10471,4341,13669,2633,640,211,816,953,164,1906,16,1082,7,522,,,,,,
5,54,5401,Valparaíso,Petorca,La_Ligua,1163.02,-32.3538,-71.2711,2020,0,"27,296,730,526",0.13,"1,590.16","4,134.53","5,411.12",236.77,44.41,7.47,498.34,6.46,"9,063.72",145.7,61.15,"1,391.69",108.76,98.64,5.56,28.5,1.01,18546,19193,7298,24974,5467,367,639,2122,2595,353,2564,26,598,7,677,84,154,134,139,96,
5,54,5402,Valparaíso,Petorca,Cabildo,1455.15,-32.417,-70.8235,2020,0,"14,723,851,004",0.09,876.16,"2,278.07", -   ,83.31,139.07,2.68,216.15,0.3,"2,576.79",29.29,26.08,464.19,28.18,27.33,0.05,5.34,0.24,10168,10495,4348,13561,2754,884,349,1040,924,249,2074,26,1041,7,618,8,9,27,2,34,
5,54,5403,Valparaíso,Petorca,Papudo,167.12,-32.4747,-71.3799,2020,0,"8,960,792,879",0.14,236.79,615.66,0.58,336,92,0.76,58.56,0.14,"1,051.25",11.41,7.14,128.03,11.13,10.86,0.03,1.65,0.07,3090,3111,1140,4179,882,638,96,352,164,81,273,14,148,1,71,,,,,,
5,54,5404,Valparaíso,Petorca,Petorca,1515.74,-32.1904,-70.87,2020,0,"10,394,834,521",0.12,450.72,"1,171.92",8.96,148.1,1.42,1.34,111.32,0.09,"1,367.95",16.06,13.33,237.99,15.38,14.97,0.01,2.55,0.12,5246,5312,1917,6984,1657,468,166,441,1576,79,1400,2,85,0,0,26,38,7,11,57,
5,54,5405,Valparaíso,Petorca,Zapallar,288.27,-32.5872,-71.3358,2020,0,"25,985,935,011",0.09,339,881.41,519.22,31.74, -   ,1.29,97.79,0.71,"1,358.91",21.61,11.24,241.99,17.19,15.92,0.63,3.94,0.14,3976,4018,1422,5356,1216,327,204,717,1139,339,791,74,359,50,77,,,,,,
5,55,5502,Valparaíso,Quillota,Calera,59.97,-32.7938,-71.1567,2020,0,"26,461,480,453",0.13,"2,259.38","5,874.55",277.48,752.9, -   ,6.79,560.55,0.66,"7,069.69",83.03,67.52,"1,206.64",78.7,76.43,0.21,13.42,0.64,26287,27304,10515,35594,7482,660,567,2197,1372,489,5449,47,1667,22,5522,64,112,93,28,99,
5,55,5503,Valparaíso,Quillota,Hijuelas,268.15,-32.8691,-71.0809,2020,0,"12,849,298,217",0.13,800.51,"2,081.38","2,398.95",180.5,316.17,3.86,223.4,2.71,"4,707.56",63.4,35.22,630.54,49.4,45.44,2.27,13.21,0.49,9494,9605,3821,12875,2403,93,228,924,938,214,1748,33,1060,15,4017,,,,,,
5,55,5504,Valparaíso,Quillota,La_Cruz,77.86,-32.825,-71.2407,2020,0,"8,965,405,283",0.09,"1,097.91","2,854.65",8.9,181.76,195.17,3.45,271.19,0.71,"3,322.70",38.13,32.71,589.24,36.86,35.6,0.11,7.39,0.31,12377,12944,5547,16973,2801,78,319,966,941,246,2439,42,1513,8,375,,,,,,
5,55,5506,Valparaíso,Quillota,Nogales,405.49,-32.6912,-71.1764,2020,0,"12,982,450,590",0.12,991.6,"2,578.22","4,258.78",569.62,192.74,5.51,335.85,5.48,"6,882.36",117.89,41.94,"1,008.54",86.84,78.4,4.88,22.54,0.72,11586,11904,4695,15481,3314,297,320,854,447,184,2477,20,991,3,833,,,,,,
5,56,5601,Valparaíso,San Antonio,San_Antonio,400.04,-33.6646,-71.4891,2020,0,"52,901,459,217",0.12,"4,051.99","10,535.46",162.17,"1,162.42","2,470,605.50","1,387.13","4,279.67","1,714.32","2,325,060.76","7,089.21","4,242.22","122,755.14","7,286.61","6,599.91","1,663.95","4,330.68",107.95,47484,49277,19044,64483,13234,999,1013,4073,4605,931,6534,99,3919,39,5552,10,473,187,135,1161,
5,56,5602,Valparaíso,San Antonio,Algarrobo,176.3,-33.3293,-71.5996,2020,0,"14,561,181,340",0.1,642.87,"1,671.50",32.29,18.51, -   ,1.92,158.91,0.16,"1,779.59",21.22,19.12,340.7,20.12,19.52,0.04,3.71,0.18,7469,7705,2589,9486,3099,1123,296,961,402,215,939,34,365,9,156,0,245,48,0,1605,
5,56,5603,Valparaíso,San Antonio,Cartagena,243.86,-33.5334,-71.4422,2020,0,"24,351,868,518",0.18,"1,090.42","2,835.17",0.09,200.49,0,3.22,269.05,0.2,"3,136.96",36.68,32.16,572,35.23,34.3,0,6.07,0.3,12521,12836,4912,15937,4508,371,210,948,300,156,1785,28,642,5,445,8,337,115,0,608,
5,56,5604,Valparaíso,San Antonio,El_Quisco,51.64,-33.4152,-71.6522,2020,0,"24,217,092,390",0.12,760.11,"1,976.34","29,300,856.34",286.62, -   ,"17,515.03","165,893.21","30,247.03","24,910,650.54","476,757.09","158,713.72","2,861,854.06","297,301.18","251,746.63","29,350.03","100,725.64","3,125.25",8742,9000,3051,10721,3970,153,208,880,420,153,1714,11,150,2,139,21,209,103,0,114,
5,56,5605,Valparaíso,San Antonio,El_Tabo,99.58,-33.4825,-71.5809,2020,0,"19,204,653,974",0.15,596.4,"1,550.69",41.25,358.02, -   ,1.78,147.68,0.15,"1,992.00",23.15,17.72,316.45,22.16,21.61,0.03,3.45,0.17,7125,7213,2312,8746,3280,202,183,738,808,111,667,10,217,7,310,22,84,55,0,144,
5,56,5606,Valparaíso,San Antonio,Santo_Domingo,536.92,-33.8096,-71.6773,2020,0,"25,124,968,046",0.08,505.23,"1,313.64",0.87,66.16,"13,627.64",9.37,179.23,4.54,"14,135.99",94.25,37.55,835.55,92.65,87.8,8.56,27.33,0.72,5914,6020,2376,7840,1718,216,370,1248,1365,706,1874,191,1334,120,3146,0,0,0,0,0,
5,57,5701,Valparaíso,San Felipe de Aconcagua,San_Felipe,186.82,-32.7362,-70.7526,2020,0,"42,068,778,857",0.11,"3,545.19","9,217.74","16,187.22","1,088.13",500.12,16.24,"1,025.85",13.58,"25,387.91",350.88,203.26,"3,004.55",239.89,218.31,11.77,62.91,3.27,40846,42648,17201,55874,10419,4944,1002,3617,4148,856,13998,128,4847,32,5303,150,162,657,405,511,
5,57,5702,Valparaíso,San Felipe de Aconcagua,Catemu,361.85,-32.7071,-70.9448,2020,0,"11,903,765,545",0.11,648.29,"1,685.60",446.88,75.59, -   ,2.1,163.3,0.49,"2,226.19",25.97,20.98,366.22,23.39,22.39,0.27,4.85,0.23,7553,7660,3055,10033,2125,685,161,566,614,115,1271,13,285,3,623,,,,,,
5,57,5703,Valparaíso,San Felipe de Aconcagua,Llaillay,348.83,-32.8878,-70.9014,2020,0,"13,268,208,469",0.13,"1,124.37","2,923.44",38.02,358.02,7.57,3.34,278.41,0.27,"3,422.05",39.71,33.2,592.42,38.14,37.14,0.02,6.41,0.31,13125,13408,5452,17554,3527,363,230,929,1325,176,2827,22,585,7,1696,113,113,218,150,290,
5,57,5704,Valparaíso,San Felipe de Aconcagua,Panquehue,121.26,-32.7931,-70.828,2020,0,"7,854,732,726",0.11,315.39,820.04,"363,542.78","1,836.22",6.91,251.96,"6,094.02",498.98,"272,349.70","9,822.32","1,152.03","62,779.53","6,130.54","5,213.11",619.69,"1,575.20",34.25,3802,3831,1534,5135,964,55,95,338,331,98,2112,21,431,12,2877,,,,,,
5,57,5705,Valparaíso,San Felipe de Aconcagua,Putaendo,1451.23,-32.4812,-70.5217,2020,0,"12,138,628,527",0.13,732.55,"1,904.69",667.79,140,620.21,3.33,197.63,1.86,"3,184.04",44.58,26.45,521.28,38.69,35.9,1.41,9.79,0.29,8725,8920,3385,11434,2826,106,224,712,1570,128,2064,12,416,0,0,16,44,128,91,73,
5,57,5706,Valparaíso,San Felipe de Aconcagua,Santa_Maria,165.71,-32.6857,-70.6096,2020,0,"11,196,742,159",0.12,688.1,"1,789.12", -   ,240.31,473.88,2.4,169.83,0.55,"2,520.18",27.73,21.06,390.71,27.02,25.99,0.34,5.39,0.21,8105,8262,3267,10919,2181,132,161,692,1218,170,3236,16,848,5,728,,,,,,
5,58,5801,Valparaíso,Marga Marga,Quilpue,536.48,-33.1471,-71.2539,2020,0,"52,452,171,186",0.09,"7,196.80","18,712.19","77,769.73",525.35, -   ,59.52,"3,131.00",86.62,"84,857.64","1,555.05",410.77,"11,735.79","1,047.80",917.36,79.48,312.77,10.27,81080,86005,29511,111428,26146,2373,1770,5541,4680,1124,10435,109,7792,42,8858,201,597,434,76,362,
5,58,5803,Valparaíso,Marga Marga,Olmue,231.32,-33.0355,-71.1103,2020,0,"13,733,471,148",0.15,823.99,"2,142.44",632.88,208.27,33.38,2.87,215.66,0.99,"2,965.50",41.22,26.69,510.96,35.33,33.4,0.79,7.27,0.29,9485,9781,3495,12493,3278,218,276,855,579,170,1644,16,526,4,1245,,,,,,
6,61,6101,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,260.94,-34.1257,-70.8168,2020,0,"68,546,419,945",0.09,"63,602.82","73,461.07",1.39,"1,445.97","77,083.50",185.61,"11,910.99",169.22,"167,435.25","1,939.76","1,205.82","28,320.01","1,955.04","1,807.10",75.22,577.66,13.07,132062,133149,52685,179175,33351,3826,2863,9489,9059,2459,25208,277,16716,115,56073,435,1443,1177,1015,1454,
6,61,6102,Libertador General Bernardo O'Higgins,Cachapoal,Codegua,284.17,-34.0571,-70.5467,2020,0,"10,468,505,654",0.13,"3,339.42","3,857.03","11,931.40",20.2,110.47,14.15,759.71,16.32,"14,291.55",377.56,99.82,"3,135.11",256.11,224.75,20.21,61.56,1.67,7082,7014,2870,9559,1667,598,130,487,586,145,3114,19,209,9,826,17,87,67,0,596,
